journal,year,edition,referenced num this year,published num in the first 6 months,published num this year,num of paper,num of self_scitation in the first 6 months,num of self_scitation,num of reference this year,review doctype num,something,num authors
J ALGORITHMS,2012,,2,0,0,0,0,0,0,0,0,0
J ALGORITHMS,2013,,7,0,0,0,0,0,0,0,0,0
NUTR METAB,2008,WOS.SCI,5,5,19,19,1,1,36,4,0,111
NUTR METAB,2009,WOS.SCI,66,22,45,45,3,9,237,4,19,222
NUTR METAB,2010,WOS.SCI,161,49,85,85,10,21,862,7,49,483
NUTR METAB,2011,WOS.SCI,427,46,92,92,6,25,1033,5,168,534
NUTR METAB,2012,WOS.SCI,685,64,112,112,16,36,1861,20,248,613
NUTR METAB,2013,WOS.SCI,1084,42,71,71,14,30,1158,8,288,405
EUR UROL SUPPL,2008,WOS.SCI,15,10,36,36,2,13,73,0,0,66
EUR UROL SUPPL,2009,WOS.SCI,41,30,67,67,3,17,486,0,2,151
EUR UROL SUPPL,2010,WOS.SCI,71,23,47,47,2,7,383,0,31,109
EUR UROL SUPPL,2011,WOS.SCI,102,20,32,32,4,8,386,1,32,85
EUR UROL SUPPL,2012,WOS.SCI,111,8,12,12,0,0,194,0,26,42
EUR UROL SUPPL,2013,WOS.SCI,127,4,8,8,0,7,117,0,15,12
J TEST EVAL,2008,WOS.SCI,0,0,3,3,0,0,3,0,0,13
J TEST EVAL,2009,WOS.SCI,1,8,23,23,0,0,52,1,0,73
J TEST EVAL,2010,WOS.SCI,9,27,46,46,1,4,109,0,4,133
J TEST EVAL,2011,WOS.SCI,21,23,60,60,5,9,196,0,10,179
J TEST EVAL,2012,WOS.SCI,36,46,112,112,6,17,470,0,12,313
J TEST EVAL,2013,WOS.SCI,56,43,90,90,1,9,424,0,14,296
COMPUT STAND INTER,2008,WOS.SCI,0,0,2,2,0,0,2,0,0,6
COMPUT STAND INTER,2009,WOS.SCI,6,9,18,18,0,1,28,2,4,59
COMPUT STAND INTER,2010,WOS.SCI,12,11,15,15,1,1,25,1,5,41
COMPUT STAND INTER,2011,WOS.SCI,47,25,35,35,2,2,85,1,21,117
COMPUT STAND INTER,2012,WOS.SCI,102,29,34,34,8,8,126,1,25,113
COMPUT STAND INTER,2013,WOS.SCI,145,32,70,70,5,27,284,3,35,211
ARCH PEDIATRIE,2008,WOS.SCI,10,21,63,63,1,9,98,2,0,205
ARCH PEDIATRIE,2009,WOS.SCI,28,128,210,210,6,9,464,10,13,729
ARCH PEDIATRIE,2010,WOS.SCI,108,155,277,277,19,47,975,4,44,969
ARCH PEDIATRIE,2011,WOS.SCI,175,115,219,219,16,37,1095,5,63,1067
ARCH PEDIATRIE,2012,WOS.SCI,260,110,250,250,24,61,1366,5,96,1106
ARCH PEDIATRIE,2013,WOS.SCI,360,111,238,238,33,63,1515,1,80,1117
ADANSONIA,2008,WOS.SCI,2,2,2,2,0,0,3,1,0,4
ADANSONIA,2009,WOS.SCI,5,7,7,7,2,2,9,0,4,11
ADANSONIA,2010,WOS.SCI,6,6,6,6,0,0,14,0,5,8
ADANSONIA,2011,WOS.SCI,17,13,13,13,5,5,26,0,5,24
ADANSONIA,2012,WOS.SCI,24,13,13,13,8,8,63,0,10,38
ADANSONIA,2013,WOS.SCI,27,10,10,10,4,4,32,0,7,30
EPIDEMIOL PSYCH SCI,2008,,0,0,0,0,0,0,0,0,0,0
EPIDEMIOL PSYCH SCI,2009,,0,0,0,0,0,0,0,0,0,0
EPIDEMIOL PSYCH SCI,2010,,1,0,0,0,0,0,0,0,0,0
EPIDEMIOL PSYCH SCI,2011,WOS.SSCI,19,28,53,53,3,11,393,3,0,166
EPIDEMIOL PSYCH SCI,2012,WOS.SSCI,104,28,51,51,16,36,516,3,50,170
EPIDEMIOL PSYCH SCI,2013,WOS.SCI,190,26,54,54,25,38,431,2,95,173
DEMOGR RES,2008,WOS.SSCI,0,2,15,15,0,0,24,0,0,28
DEMOGR RES,2009,WOS.SSCI,25,12,35,35,2,11,92,3,4,82
DEMOGR RES,2010,WOS.SSCI,84,27,57,57,12,23,233,1,38,125
DEMOGR RES,2011,WOS.SSCI,168,23,49,49,6,18,278,0,60,111
DEMOGR RES,2012,WOS.SSCI,242,22,49,49,3,33,366,0,54,104
DEMOGR RES,2013,WOS.SSCI,349,41,86,86,39,64,764,0,55,195
BRIT J POLIT INT REL,2008,WOS.SSCI,1,1,4,4,0,1,5,0,0,5
BRIT J POLIT INT REL,2009,WOS.SSCI,37,13,30,30,3,28,84,1,0,33
BRIT J POLIT INT REL,2010,WOS.SSCI,28,3,16,16,1,2,51,1,16,23
BRIT J POLIT INT REL,2011,WOS.SSCI,56,12,28,28,5,7,87,0,23,42
BRIT J POLIT INT REL,2012,WOS.SSCI,70,11,29,29,0,5,111,1,15,37
BRIT J POLIT INT REL,2013,WOS.SSCI,99,17,34,34,9,15,188,1,18,42
AGRARFORSCHUNG,2008,WOS.SCI,11,8,14,14,10,11,20,0,0,35
AGRARFORSCHUNG,2009,WOS.SCI,3,8,22,22,0,2,45,0,0,67
AGRARFORSCHUNG,2010,,6,0,0,0,0,0,0,0,2,0
AGRARFORSCHUNG,2011,,10,0,0,0,0,0,0,0,3,0
AGRARFORSCHUNG,2012,,9,0,0,0,0,0,0,0,0,0
AGRARFORSCHUNG,2013,,5,0,0,0,0,0,0,0,0,0
FOLIA BIOL-PRAGUE,2008,WOS.SCI,0,5,5,5,0,0,6,0,0,29
FOLIA BIOL-PRAGUE,2009,WOS.SCI,2,22,22,22,1,1,69,2,1,103
FOLIA BIOL-PRAGUE,2010,WOS.SCI,25,35,35,35,2,2,261,3,13,181
FOLIA BIOL-PRAGUE,2011,WOS.SCI,71,35,35,35,3,3,245,3,31,180
FOLIA BIOL-PRAGUE,2012,WOS.SCI,138,37,37,37,7,7,355,3,48,214
FOLIA BIOL-PRAGUE,2013,WOS.SCI,169,35,35,35,9,9,422,4,38,192
ADV COMPLEX SYST,2008,WOS.SCI,0,2,8,8,0,0,14,0,0,20
ADV COMPLEX SYST,2009,WOS.SCI,16,13,24,24,0,2,52,0,4,68
ADV COMPLEX SYST,2010,WOS.SCI,30,18,33,33,2,2,115,0,19,86
ADV COMPLEX SYST,2011,WOS.SCI,50,20,38,38,1,4,189,0,13,108
ADV COMPLEX SYST,2012,WOS.SCI,98,42,76,76,2,14,586,0,19,171
ADV COMPLEX SYST,2013,WOS.SCI,124,18,46,46,2,6,396,0,27,117
J IMAGING SCI TECHN,2008,WOS.SCI,0,1,4,4,0,0,4,0,0,12
J IMAGING SCI TECHN,2009,WOS.SCI,4,12,20,20,3,4,30,0,3,70
J IMAGING SCI TECHN,2010,WOS.SCI,15,15,31,31,1,4,58,0,3,102
J IMAGING SCI TECHN,2011,WOS.SCI,31,23,42,42,5,11,130,0,18,143
J IMAGING SCI TECHN,2012,WOS.SCI,40,10,10,10,3,3,23,0,5,37
J IMAGING SCI TECHN,2013,,37,0,0,0,0,0,0,0,5,0
INT J DISABIL HUM DE,2008,WOS.SCI,0,1,8,8,0,0,15,8,0,23
INT J DISABIL HUM DE,2009,WOS.SCI,6,6,17,17,0,0,46,6,2,35
INT J DISABIL HUM DE,2010,,7,0,0,0,0,0,0,0,3,0
INT J DISABIL HUM DE,2011,,9,0,0,0,0,0,0,0,6,0
INT J DISABIL HUM DE,2012,,23,0,0,0,0,0,0,0,0,0
INT J DISABIL HUM DE,2013,,4,0,0,0,0,0,0,0,0,0
SCAND J GASTROENTERO,2008,WOS.SCI,7,22,22,22,7,7,122,1,0,101
SCAND J GASTROENTERO,2009,WOS.SCI,140,141,154,154,89,98,587,15,8,783
SCAND J GASTROENTERO,2010,WOS.SCI,357,102,199,199,68,142,1017,13,84,1118
SCAND J GASTROENTERO,2011,WOS.SCI,773,104,206,206,80,155,1556,12,297,1239
SCAND J GASTROENTERO,2012,WOS.SCI,1202,89,190,190,26,75,1994,9,362,1091
SCAND J GASTROENTERO,2013,WOS.SCI,1554,107,201,201,33,65,2140,14,421,1215
COMPUT METHOD APPL M,2008,WOS.SCI,36,88,88,88,25,25,158,0,0,221
COMPUT METHOD APPL M,2009,WOS.SCI,187,189,201,201,45,45,539,1,82,527
COMPUT METHOD APPL M,2010,WOS.SCI,739,211,211,211,148,148,998,1,318,543
COMPUT METHOD APPL M,2011,WOS.SCI,1519,234,244,244,287,294,1660,0,650,670
COMPUT METHOD APPL M,2012,WOS.SCI,2093,232,257,257,326,430,2237,2,614,679
COMPUT METHOD APPL M,2013,WOS.SCI,3166,146,245,245,336,591,2821,1,598,675
POSTEPY BIOL KOMORKI,2008,WOS.SCI,0,14,14,14,0,0,48,1,0,26
POSTEPY BIOL KOMORKI,2009,WOS.SCI,4,45,45,45,4,4,363,3,2,99
POSTEPY BIOL KOMORKI,2010,WOS.SCI,7,51,51,51,5,5,750,0,4,112
POSTEPY BIOL KOMORKI,2011,WOS.SCI,11,41,41,41,5,5,835,0,3,108
POSTEPY BIOL KOMORKI,2012,WOS.SCI,22,29,29,29,7,7,814,0,4,74
POSTEPY BIOL KOMORKI,2013,,25,0,0,0,0,0,0,0,9,0
COORDIN CHEM REV,2008,WOS.SCI,22,6,17,17,3,3,25,11,0,51
COORDIN CHEM REV,2009,WOS.SCI,444,51,125,125,3,10,1051,109,66,367
COORDIN CHEM REV,2010,WOS.SCI,1591,70,162,162,11,49,3705,119,807,485
COORDIN CHEM REV,2011,WOS.SCI,3753,68,153,153,31,92,5348,151,1918,401
COORDIN CHEM REV,2012,WOS.SCI,5654,53,140,140,31,145,7975,116,1986,440
COORDIN CHEM REV,2013,WOS.SCI,7849,99,170,170,66,140,8692,170,2025,515
ACTA OBSTET GYN SCAN,2008,WOS.SCI,6,48,48,48,4,4,79,5,0,168
ACTA OBSTET GYN SCAN,2009,WOS.SCI,64,120,147,147,13,15,314,12,26,614
ACTA OBSTET GYN SCAN,2010,WOS.SCI,278,115,228,228,15,43,736,10,105,957
ACTA OBSTET GYN SCAN,2011,WOS.SCI,661,102,223,223,35,82,1214,14,252,941
ACTA OBSTET GYN SCAN,2012,WOS.SCI,1097,122,238,238,44,102,1562,26,342,1012
ACTA OBSTET GYN SCAN,2013,WOS.SCI,1584,113,233,233,74,144,1717,17,383,982
POL ARCH MED WEWN,2008,,0,0,0,0,0,0,0,0,0,0
POL ARCH MED WEWN,2009,WOS.SCI,15,49,100,100,0,7,432,42,0,333
POL ARCH MED WEWN,2010,WOS.SCI,72,38,69,69,6,9,379,31,31,231
POL ARCH MED WEWN,2011,WOS.SCI,217,55,55,55,106,106,679,20,148,213
POL ARCH MED WEWN,2012,WOS.SCI,335,107,107,107,117,117,1081,28,143,416
POL ARCH MED WEWN,2013,WOS.SCI,441,124,124,124,131,131,1295,21,191,547
ORIENT INSECTS,2008,,0,0,0,0,0,0,0,0,0,0
ORIENT INSECTS,2009,WOS.SCI,0,7,7,7,0,0,14,0,0,13
ORIENT INSECTS,2010,WOS.SCI,3,11,11,11,2,2,22,0,2,26
ORIENT INSECTS,2011,WOS.SCI,11,7,7,7,0,0,11,0,6,13
ORIENT INSECTS,2012,WOS.SCI,6,7,10,10,0,0,15,0,4,27
ORIENT INSECTS,2013,WOS.SCI,7,2,11,11,0,0,24,0,1,28
J NEUROIMMUNE PHARM,2008,WOS.SCI,5,1,11,11,0,0,26,3,0,49
J NEUROIMMUNE PHARM,2009,WOS.SCI,64,23,37,37,12,16,376,15,14,139
J NEUROIMMUNE PHARM,2010,WOS.SCI,234,25,54,54,16,34,747,31,74,184
J NEUROIMMUNE PHARM,2011,WOS.SCI,461,29,60,60,8,18,869,24,201,256
J NEUROIMMUNE PHARM,2012,WOS.SCI,716,41,92,92,15,50,1900,24,170,458
J NEUROIMMUNE PHARM,2013,WOS.SCI,973,59,105,105,49,83,3432,37,173,508
ADV COND MATTER PHYS,2008,WOS.SCI,0,5,5,5,0,0,10,1,0,17
ADV COND MATTER PHYS,2009,WOS.SCI,3,4,4,4,0,0,9,0,1,13
ADV COND MATTER PHYS,2010,WOS.SCI,27,28,28,28,2,2,528,16,1,68
ADV COND MATTER PHYS,2011,WOS.SCI,31,19,19,19,0,0,105,6,15,49
ADV COND MATTER PHYS,2012,WOS.SCI,48,47,47,47,0,0,451,10,17,150
ADV COND MATTER PHYS,2013,WOS.SCI,106,75,75,75,1,1,642,4,24,273
COGNITION EMOTION,2008,,0,0,0,0,0,0,0,0,0,0
COGNITION EMOTION,2009,WOS.SSCI,34,31,31,31,22,22,95,5,0,69
COGNITION EMOTION,2010,WOS.SSCI,127,79,79,79,18,18,333,4,45,235
COGNITION EMOTION,2011,WOS.SSCI,402,120,120,120,87,87,819,3,187,326
COGNITION EMOTION,2012,WOS.SSCI,715,118,118,118,52,52,915,0,264,390
COGNITION EMOTION,2013,WOS.SSCI,1088,61,118,118,27,56,1224,3,236,383
NAT CLIN PRACT GASTR,2008,WOS.SCI,5,4,56,56,0,1,132,20,0,115
NAT CLIN PRACT GASTR,2009,WOS.SCI,94,40,40,40,4,4,129,9,30,99
NAT CLIN PRACT GASTR,2010,,137,0,0,0,0,0,0,0,69,0
NAT CLIN PRACT GASTR,2011,,165,0,0,0,0,0,0,0,26,0
NAT CLIN PRACT GASTR,2012,,132,0,0,0,0,0,0,0,0,0
NAT CLIN PRACT GASTR,2013,,123,0,0,0,0,0,0,0,0,0
J DIGEST DIS,2008,WOS.SCI,0,0,5,5,0,0,5,2,0,30
J DIGEST DIS,2009,WOS.SCI,7,1,2,2,0,0,4,0,1,13
J DIGEST DIS,2010,WOS.SCI,27,24,47,47,1,4,348,6,10,189
J DIGEST DIS,2011,WOS.SCI,111,33,70,70,2,4,530,15,40,338
J DIGEST DIS,2012,WOS.SCI,262,49,96,96,8,13,802,5,122,550
J DIGEST DIS,2013,WOS.SCI,493,50,97,97,8,17,1190,6,145,519
RES J BIOTECHNOL,2008,WOS.SCI,0,9,9,9,0,0,12,0,0,32
RES J BIOTECHNOL,2009,WOS.SCI,0,3,10,10,0,0,15,1,0,29
RES J BIOTECHNOL,2010,WOS.SCI,3,7,18,18,0,0,60,1,1,56
RES J BIOTECHNOL,2011,WOS.SCI,14,14,27,27,2,2,73,3,4,80
RES J BIOTECHNOL,2012,WOS.SCI,22,16,62,62,0,0,272,5,9,195
RES J BIOTECHNOL,2013,WOS.SCI,77,56,147,147,0,28,778,10,4,453
J ENG MATER-T ASME,2008,WOS.SCI,0,2,5,5,0,0,5,0,0,15
J ENG MATER-T ASME,2009,WOS.SCI,2,13,33,33,1,1,107,5,0,98
J ENG MATER-T ASME,2010,WOS.SCI,21,18,40,40,0,0,133,0,6,124
J ENG MATER-T ASME,2011,WOS.SCI,58,36,67,67,2,2,276,0,35,191
J ENG MATER-T ASME,2012,WOS.SCI,83,39,69,69,0,1,404,0,17,219
J ENG MATER-T ASME,2013,WOS.SCI,102,26,45,45,6,6,266,0,38,134
ENERGY SUSTAIN DEV,2008,,0,0,0,0,0,0,0,0,0,0
ENERGY SUSTAIN DEV,2009,WOS.SCI,0,7,18,18,0,0,50,0,0,46
ENERGY SUSTAIN DEV,2010,WOS.SCI,18,16,31,31,3,5,133,4,6,93
ENERGY SUSTAIN DEV,2011,WOS.SCI,85,19,42,42,4,9,248,0,34,115
ENERGY SUSTAIN DEV,2012,WOS.SCI,209,26,54,54,14,40,315,4,68,137
ENERGY SUSTAIN DEV,2013,WOS.SCI,374,34,76,76,32,69,575,6,56,235
PHYSIOL GENOMICS,2008,WOS.SCI,9,12,53,53,0,1,115,6,0,329
PHYSIOL GENOMICS,2009,WOS.SCI,139,43,97,97,5,10,567,5,60,723
PHYSIOL GENOMICS,2010,WOS.SCI,432,58,119,119,17,36,1212,1,198,776
PHYSIOL GENOMICS,2011,WOS.SCI,765,78,131,131,31,51,2095,7,274,868
PHYSIOL GENOMICS,2012,WOS.SCI,1200,63,113,113,39,87,1981,1,337,789
PHYSIOL GENOMICS,2013,WOS.SCI,1499,52,122,122,32,57,2774,12,321,755
J CURRICULUM STUD,2008,WOS.SSCI,1,3,3,3,1,1,4,0,0,4
J CURRICULUM STUD,2009,WOS.SSCI,14,14,14,14,11,11,30,1,1,14
J CURRICULUM STUD,2010,WOS.SSCI,4,16,16,16,1,1,21,1,2,24
J CURRICULUM STUD,2011,WOS.SSCI,40,34,34,34,24,24,105,1,22,55
J CURRICULUM STUD,2012,WOS.SSCI,38,30,30,30,17,17,195,0,15,53
J CURRICULUM STUD,2013,WOS.SSCI,71,22,39,39,8,28,171,0,16,62
ANNU REV IMMUNOL,2008,WOS.SCI,43,5,5,5,2,2,5,5,0,19
ANNU REV IMMUNOL,2009,WOS.SCI,508,24,24,24,4,4,533,24,90,62
ANNU REV IMMUNOL,2010,WOS.SCI,1858,22,22,22,22,22,964,22,860,76
ANNU REV IMMUNOL,2011,WOS.SCI,2809,23,23,23,25,25,1553,23,1239,72
ANNU REV IMMUNOL,2012,WOS.SCI,3849,27,27,27,16,16,2229,27,809,74
ANNU REV IMMUNOL,2013,WOS.SCI,5104,24,24,24,36,36,2281,24,1020,81
ETHOLOGY,2008,WOS.SCI,4,5,30,30,0,1,44,3,0,97
ETHOLOGY,2009,WOS.SCI,106,45,99,99,7,15,328,2,33,294
ETHOLOGY,2010,WOS.SCI,296,58,125,125,45,64,834,2,136,379
ETHOLOGY,2011,WOS.SCI,542,58,120,120,15,38,879,1,216,332
ETHOLOGY,2012,WOS.SCI,750,64,131,131,22,56,1295,6,213,394
ETHOLOGY,2013,WOS.SCI,892,57,117,117,35,79,1561,12,174,372
ISR MED ASSOC J,2008,WOS.SCI,12,12,45,45,1,11,86,4,0,151
ISR MED ASSOC J,2009,WOS.SCI,32,37,88,88,5,10,193,17,10,307
ISR MED ASSOC J,2010,WOS.SCI,110,64,139,139,12,25,467,11,44,538
ISR MED ASSOC J,2011,WOS.SCI,272,79,147,147,17,72,667,14,91,566
ISR MED ASSOC J,2012,WOS.SCI,433,93,182,182,48,85,1038,26,117,659
ISR MED ASSOC J,2013,WOS.SCI,540,97,190,190,41,91,1063,14,97,739
RACE ETHNIC EDUC-UK,2008,,0,0,0,0,0,0,0,0,0,0
RACE ETHNIC EDUC-UK,2009,WOS.SSCI,0,1,1,1,0,0,2,0,0,1
RACE ETHNIC EDUC-UK,2010,WOS.SSCI,2,8,8,8,0,0,17,0,0,14
RACE ETHNIC EDUC-UK,2011,WOS.SSCI,5,25,25,25,1,1,59,0,1,36
RACE ETHNIC EDUC-UK,2012,WOS.SSCI,17,25,25,25,4,4,84,0,8,37
RACE ETHNIC EDUC-UK,2013,WOS.SSCI,39,17,28,28,8,14,143,1,15,44
AUST J RURAL HEALTH,2008,WOS.SCI,0,3,4,4,0,0,11,0,0,5
AUST J RURAL HEALTH,2009,WOS.SCI,12,13,36,36,1,5,60,0,2,105
AUST J RURAL HEALTH,2010,WOS.SCI,26,18,39,39,7,11,116,2,10,135
AUST J RURAL HEALTH,2011,WOS.SCI,87,26,53,53,10,28,213,3,35,168
AUST J RURAL HEALTH,2012,WOS.SCI,210,25,56,56,18,38,277,3,71,182
AUST J RURAL HEALTH,2013,WOS.SCI,257,29,56,56,15,25,307,3,56,215
IEEE T VLSI SYST,2008,WOS.SCI,0,0,1,1,0,0,1,0,0,4
IEEE T VLSI SYST,2009,WOS.SCI,1,4,14,14,0,0,17,0,0,42
IEEE T VLSI SYST,2010,WOS.SCI,19,26,57,57,0,0,81,0,2,185
IEEE T VLSI SYST,2011,WOS.SCI,63,59,141,141,1,4,286,0,18,407
IEEE T VLSI SYST,2012,WOS.SCI,225,85,193,193,6,32,576,0,62,625
IEEE T VLSI SYST,2013,WOS.SCI,390,101,210,210,25,44,720,0,139,667
APPL COMPUT HARMON A,2008,WOS.SCI,1,0,2,2,0,0,3,0,0,5
APPL COMPUT HARMON A,2009,WOS.SCI,19,10,23,23,0,2,44,0,0,52
APPL COMPUT HARMON A,2010,WOS.SCI,114,18,37,37,3,10,101,0,69,89
APPL COMPUT HARMON A,2011,WOS.SCI,223,21,46,46,11,27,227,0,98,103
APPL COMPUT HARMON A,2012,WOS.SCI,372,23,47,47,14,40,302,0,83,109
APPL COMPUT HARMON A,2013,WOS.SCI,597,29,55,55,17,38,306,0,136,116
INT INTERACT,2008,WOS.SSCI,0,2,2,2,0,0,3,0,0,3
INT INTERACT,2009,WOS.SSCI,1,14,14,14,1,1,27,0,1,23
INT INTERACT,2010,WOS.SSCI,14,16,16,16,8,8,58,0,2,24
INT INTERACT,2011,WOS.SSCI,19,19,19,19,0,0,111,0,8,28
INT INTERACT,2012,WOS.SSCI,66,33,33,33,25,25,248,0,24,67
INT INTERACT,2013,WOS.SSCI,103,10,34,34,4,24,238,0,15,60
MICROBIOL IMMUNOL,2008,WOS.SCI,0,2,7,7,0,0,7,0,0,35
MICROBIOL IMMUNOL,2009,WOS.SCI,16,28,57,57,1,2,134,1,2,321
MICROBIOL IMMUNOL,2010,WOS.SCI,76,41,90,90,0,4,368,6,35,567
MICROBIOL IMMUNOL,2011,WOS.SCI,234,50,103,103,3,9,743,6,98,616
MICROBIOL IMMUNOL,2012,WOS.SCI,427,53,104,104,10,17,885,3,164,663
MICROBIOL IMMUNOL,2013,WOS.SCI,526,61,110,110,6,14,866,0,135,716
GEOGRAFIE,2008,,0,0,0,0,0,0,0,0,0,0
GEOGRAFIE,2009,WOS.SSCI,1,5,5,5,0,0,10,0,0,9
GEOGRAFIE,2010,WOS.SSCI,8,5,5,5,0,0,9,0,2,9
GEOGRAFIE,2011,,14,0,0,0,0,0,0,0,14,0
GEOGRAFIE,2012,,5,0,0,0,0,0,0,0,3,0
GEOGRAFIE,2013,,5,0,0,0,0,0,0,0,0,0
EXERC IMMUNOL REV,2008,WOS.SCI,0,4,4,4,0,0,15,4,0,26
EXERC IMMUNOL REV,2009,WOS.SCI,10,6,6,6,4,4,85,6,7,31
EXERC IMMUNOL REV,2010,WOS.SCI,24,13,13,13,3,3,148,13,11,66
EXERC IMMUNOL REV,2011,WOS.SCI,87,6,6,6,17,17,157,6,30,39
EXERC IMMUNOL REV,2012,WOS.SCI,174,8,8,8,10,10,159,8,67,40
EXERC IMMUNOL REV,2013,WOS.SCI,226,10,10,10,8,8,121,9,78,64
CAN MED ASSOC J,2008,WOS.SCI,104,81,203,203,22,71,346,14,0,409
CAN MED ASSOC J,2009,WOS.SCI,575,155,254,254,64,100,681,17,162,671
CAN MED ASSOC J,2010,WOS.SCI,1282,156,304,304,65,123,867,19,580,919
CAN MED ASSOC J,2011,WOS.SCI,1992,173,347,347,78,163,1462,20,753,1051
CAN MED ASSOC J,2012,WOS.SCI,2641,144,279,279,69,128,1476,12,664,868
CAN MED ASSOC J,2013,WOS.SCI,3149,129,263,263,58,110,1553,19,599,802
J NANOSCI NANOTECHNO,2008,WOS.SCI,5,6,54,54,0,0,88,4,0,256
J NANOSCI NANOTECHNO,2009,WOS.SCI,232,123,427,427,3,37,1056,10,45,1902
J NANOSCI NANOTECHNO,2010,WOS.SCI,933,485,1094,1094,28,200,4853,31,268,4821
J NANOSCI NANOTECHNO,2011,WOS.SCI,2971,852,1780,1780,533,1092,12122,18,1365,7178
J NANOSCI NANOTECHNO,2012,WOS.SCI,4059,788,1434,1434,593,1278,14058,16,1678,5973
J NANOSCI NANOTECHNO,2013,WOS.SCI,6144,739,1359,1359,911,1927,17895,31,2085,5341
ADV CEM RES,2008,WOS.SCI,0,0,1,1,0,0,2,0,0,2
ADV CEM RES,2009,WOS.SCI,1,2,4,4,0,0,6,0,0,19
ADV CEM RES,2010,WOS.SCI,8,8,15,15,2,6,54,0,0,51
ADV CEM RES,2011,WOS.SCI,18,10,22,22,1,1,59,0,6,65
ADV CEM RES,2012,WOS.SCI,46,14,31,31,4,18,136,0,14,93
ADV CEM RES,2013,WOS.SCI,69,21,41,41,20,24,214,0,16,118
EUR J WILDLIFE RES,2008,WOS.SCI,2,1,8,8,0,0,10,1,0,27
EUR J WILDLIFE RES,2009,WOS.SCI,18,22,50,50,1,1,124,1,5,237
EUR J WILDLIFE RES,2010,WOS.SCI,113,41,92,92,8,20,414,1,43,387
EUR J WILDLIFE RES,2011,WOS.SCI,249,75,130,130,17,31,626,4,104,624
EUR J WILDLIFE RES,2012,WOS.SCI,504,64,103,103,44,66,843,3,185,471
EUR J WILDLIFE RES,2013,WOS.SCI,595,47,96,96,26,67,1029,4,139,461
HIGH EDUC,2008,,0,0,0,0,0,0,0,0,0,0
HIGH EDUC,2009,WOS.SSCI,6,5,27,27,0,2,46,1,0,52
HIGH EDUC,2010,WOS.SSCI,20,23,45,45,0,3,82,0,5,97
HIGH EDUC,2011,WOS.SSCI,66,30,63,63,4,9,181,2,40,138
HIGH EDUC,2012,WOS.SSCI,136,32,80,80,9,29,352,3,47,192
HIGH EDUC,2013,WOS.SSCI,251,44,91,91,26,58,416,4,68,192
AFFILIA J WOM SOC WO,2008,WOS.SSCI,0,0,2,2,0,0,2,0,0,5
AFFILIA J WOM SOC WO,2009,WOS.SSCI,3,3,8,8,0,1,18,0,0,16
AFFILIA J WOM SOC WO,2010,WOS.SSCI,6,7,17,17,0,3,58,0,1,32
AFFILIA J WOM SOC WO,2011,WOS.SSCI,25,15,25,25,7,15,104,1,11,46
AFFILIA J WOM SOC WO,2012,WOS.SSCI,20,13,25,25,5,5,107,0,8,46
AFFILIA J WOM SOC WO,2013,WOS.SSCI,36,17,36,36,3,7,162,1,3,65
EUR REV,2008,,0,0,0,0,0,0,0,0,0,0
EUR REV,2009,,0,0,0,0,0,0,0,0,0,0
EUR REV,2010,WOS.SSCI,2,9,13,13,0,0,39,0,0,22
EUR REV,2011,WOS.SSCI,7,6,10,10,0,0,35,0,5,16
EUR REV,2012,WOS.SSCI,5,5,11,11,1,1,69,0,3,22
EUR REV,2013,,14,0,0,0,0,0,0,0,3,0
DOSE-RESPONSE,2008,WOS.SCI,0,6,6,6,0,0,9,0,0,21
DOSE-RESPONSE,2009,WOS.SCI,12,17,17,17,2,2,77,3,3,47
DOSE-RESPONSE,2010,WOS.SCI,81,42,42,42,32,32,312,0,35,94
DOSE-RESPONSE,2011,WOS.SCI,113,36,36,36,21,21,275,0,45,108
DOSE-RESPONSE,2012,WOS.SCI,200,37,37,37,50,50,350,0,76,102
DOSE-RESPONSE,2013,WOS.SCI,239,38,38,38,23,23,458,0,46,154
WORLD J BIOL PSYCHIA,2008,WOS.SCI,2,4,4,4,1,1,36,1,0,31
WORLD J BIOL PSYCHIA,2009,WOS.SCI,40,51,51,51,11,11,217,8,18,253
WORLD J BIOL PSYCHIA,2010,WOS.SCI,143,47,83,83,15,20,604,13,46,468
WORLD J BIOL PSYCHIA,2011,WOS.SCI,424,30,81,81,9,27,1245,12,183,484
WORLD J BIOL PSYCHIA,2012,WOS.SCI,756,32,60,60,7,21,1071,10,256,434
WORLD J BIOL PSYCHIA,2013,WOS.SCI,984,25,50,50,10,29,1113,4,228,387
CLIN EXP OPTOM,2008,WOS.SCI,1,2,13,13,0,0,25,3,0,26
CLIN EXP OPTOM,2009,WOS.SCI,31,19,46,46,7,13,139,3,6,115
CLIN EXP OPTOM,2010,WOS.SCI,78,19,47,47,5,16,263,13,32,148
CLIN EXP OPTOM,2011,WOS.SCI,137,37,77,77,10,24,397,12,48,217
CLIN EXP OPTOM,2012,WOS.SCI,210,55,97,97,21,26,718,15,51,320
CLIN EXP OPTOM,2013,WOS.SCI,373,57,96,96,35,56,955,14,101,323
PUBL I MATH-BEOGRAD,2008,,0,0,0,0,0,0,0,0,0,0
PUBL I MATH-BEOGRAD,2009,,0,0,0,0,0,0,0,0,0,0
PUBL I MATH-BEOGRAD,2010,WOS.SCI,0,6,6,6,0,0,10,0,0,12
PUBL I MATH-BEOGRAD,2011,WOS.SCI,0,10,10,10,0,0,19,0,0,13
